rsm_name,customer_segment,support_status,credential,state,years_in_practice,practice_structure,referral_source,tests_interested_in,competitors_used,samples_per_week,hs_latest_source,customer_count,revenue,revenue_per_customer
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,4-10 years,null,null,Toxins,null,1-3,DIRECT_TRAFFIC,1,10179.0,10179.0
Breanne Murcek,Existing (Pre-2025),With Support,DC,NE,null,null,Practitioner Referral,Gut Health;Toxins;Hormones;Food Reactions,Diagnostic Solutions;Dutch,null,DIRECT_TRAFFIC,1,10040.0,10040.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,AZ,11+ years,Pay-for-Service,Practitioner Referral,Hormones;Gut Health,null,1-3,DIRECT_TRAFFIC,1,9857.0,9857.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,AZ,4-10 years,Pay-for-Service,Practitioner Referral,Neural Health;Hormones;Gut Health,Genova,1-3,ORGANIC_SEARCH,1,9784.23,9784.23
Breanne Murcek,Existing (Pre-2025),With Support,RD,NE,4-10 years,Pay-for-Service,null,Nutrients;Toxins,Genova;Microbiome Labs;SpectraCell;Oxford/MRT;BiomeFX,null,DIRECT_TRAFFIC,1,8977.05,8977.05
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,null,null,null,null,null,null,ORGANIC_SEARCH,1,8931.35,8931.35
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,11+ years,null,Conference/Event,Nutrients;Infections;Autoimmune;Hormones;Toxins;Gut Health,null,4-10,DIRECT_TRAFFIC,1,8720.0,8720.0
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,11+ years,null,null,null,null,4-10,REFERRALS,1,8550.0,8550.0
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,11+ years,null,null,null,null,null,DIRECT_TRAFFIC,2,8540.0,4270.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,null,null,null,Autoimmune;Food Reactions;Gut Health;Infections,null,null,OFFLINE,1,8528.41,8528.41
Breanne Murcek,Existing (Pre-2025),With Support,DC,AZ,null,null,null,null,null,null,EMAIL_MARKETING,2,8253.13,4126.56
Breanne Murcek,Existing (Pre-2025),No Support,NP,NE,11+ years,null,null,Gut Health;Food Reactions;Toxins;Hormones;Nutrients;Autoimmune,ZRT;Cyrex Labs;Genova;Great Plans/Mosaic;SpectraCell;Dutch,4-10,DIRECT_TRAFFIC,1,8120.0,8120.0
Breanne Murcek,Existing (Pre-2025),With Support,DC,AZ,null,null,null,null,null,null,DIRECT_TRAFFIC,1,8119.62,8119.62
Breanne Murcek,Existing (Pre-2025),No Support,Others,AZ,null,null,null,null,null,null,DIRECT_TRAFFIC,1,7982.08,7982.08
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,null,null,null,Autoimmune;Food Reactions;Gut Health;Toxins,null,null,EMAIL_MARKETING,1,7532.16,7532.16
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,null,null,null,Gut Health;Food Reactions;Neural Health;Toxins;Infections;Longevity,null,null,OFFLINE,1,7060.0,7060.0
Breanne Murcek,Existing (Pre-2025),No Support,Others,AZ,11+ years,null,null,null,Dutch;Genova;Great Plans/Mosaic;SpectraCell,11-20,DIRECT_TRAFFIC,1,6954.65,6954.65
Breanne Murcek,Existing (Pre-2025),No Support,DO,AZ,11+ years,null,null,null,Diagnostic Solutions;Great Plans/Mosaic;Doctors Data;SpectraCell;ZRT;Dutch,4-10,DIRECT_TRAFFIC,1,6888.67,6888.67
Breanne Murcek,Existing (Pre-2025),With Support,DC,AZ,null,null,null,Gut Health;Hormones;Longevity;Toxins,null,null,DIRECT_TRAFFIC,1,6799.5,6799.5
Breanne Murcek,Existing (Pre-2025),With Support,NP,AZ,null,Pay-for-Service,null,Gut Health;Food Reactions,ZRT,null,OFFLINE,1,6188.02,6188.02
Breanne Murcek,Existing (Pre-2025),With Support,NP,AZ,4-10 years,null,null,null,null,1-3,DIRECT_TRAFFIC,1,5840.0,5840.0
Breanne Murcek,Existing (Pre-2025),No Support,DC,NM,null,null,null,null,null,null,EMAIL_MARKETING,1,5620.0,5620.0
Breanne Murcek,Existing (Pre-2025),With Support,ND,AZ,4-10 years,null,null,Cardiovascular Health;Gut Health;Neural Health;Toxins,Diagnostic Solutions;Dutch;ZRT;Boston Heart,1-3,DIRECT_TRAFFIC,1,5597.2,5597.2
Breanne Murcek,Existing (Pre-2025),No Support,RD,AZ,4-10 years,null,null,null,Oxford/MRT,1-3,DIRECT_TRAFFIC,1,5328.65,5328.65
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,null,null,null,Toxins;Nutrients;Longevity,Doctors Data;ZRT,null,OFFLINE,1,5280.0,5280.0
Breanne Murcek,Existing (Pre-2025),With Support,RD,AZ,null,null,null,null,null,null,DIRECT_TRAFFIC,1,5200.0,5200.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,NE,4-10 years,null,Practitioner Referral,Food Reactions;Gut Health;Nutrients,Diagnostic Solutions;Dutch;ZRT;Doctors Data;Genova;Great Plans/Mosaic,4-10,DIRECT_TRAFFIC,1,5180.0,5180.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,0-3 years,Pay-for-Service,Practitioner Referral,Gut Health;Food Reactions;Toxins;Hormones;Nutrients,null,null,DIRECT_TRAFFIC,1,5100.0,5100.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,11+ years,null,null,Gut Health;Food Reactions;Toxins;Hormones;Nutrients;Autoimmune;Infections;Longevity,Diagnostic Solutions;IGeneX;Great Plans/Mosaic,4-10,EMAIL_MARKETING,1,5085.0,5085.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,AZ,null,null,null,Cardiovascular Health;Autoimmune;Gut Health;Longevity;Infections;Toxins,null,null,OFFLINE,1,5063.43,5063.43
Breanne Murcek,Existing (Pre-2025),With Support,DO,AZ,null,null,null,null,null,null,OFFLINE,2,5044.5,2522.25
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,null,null,null,Gut Health;Food Reactions,Diagnostic Solutions;Great Plans/Mosaic;Dutch,null,OFFLINE,1,4950.0,4950.0
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,null,null,null,null,null,null,EMAIL_MARKETING,2,4900.42,2450.21
Breanne Murcek,Existing (Pre-2025),No Support,ND,AZ,null,Programs (1 Year+),null,Neural Health;Food Reactions;Autoimmune;Hormones,null,1-3,DIRECT_TRAFFIC,1,4894.02,4894.02
Breanne Murcek,Existing (Pre-2025),With Support,MD,NE,0-3 years,null,Vibrant Sales Rep,Gut Health;Food Reactions;Toxins;Nutrients;Hormones;Longevity,Dutch;Diagnostic Solutions,21+,PAID_SEARCH,1,4763.0,4763.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,4-10 years,null,null,Toxins;Longevity,null,null,EMAIL_MARKETING,1,4689.94,4689.94
Breanne Murcek,Existing (Pre-2025),No Support,DO,NM,11+ years,null,null,Gut Health;Neural Health;Toxins;Nutrients,ZRT,1-3,DIRECT_TRAFFIC,1,4672.0,4672.0
Breanne Murcek,Existing (Pre-2025),With Support,DO,AZ,null,null,null,Food Reactions;Gut Health;Toxins,null,null,OFFLINE,1,4670.0,4670.0
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,4-10 years,null,Patient Requested Testing,Toxins,null,1-3,PAID_SEARCH,1,4590.0,4590.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,null,null,null,null,null,null,DIRECT_TRAFFIC,1,4512.22,4512.22
Breanne Murcek,Existing (Pre-2025),With Support,ND,AZ,null,null,null,null,null,null,OFFLINE,1,4380.0,4380.0
Breanne Murcek,Existing (Pre-2025),No Support,DC,AZ,null,null,null,Hormones;Toxins;Gut Health;Longevity,null,null,OFFLINE,1,4369.41,4369.41
Breanne Murcek,Existing (Pre-2025),With Support,NP,AZ,0-3 years,null,null,Toxins;Nutrients,Cell Science Systems,4-10,DIRECT_TRAFFIC,1,4339.23,4339.23
Breanne Murcek,Existing (Pre-2025),No Support,DO,AZ,null,null,null,null,null,null,OFFLINE,1,4235.0,4235.0
Breanne Murcek,Existing (Pre-2025),With Support,RD,NM,4-10 years,null,null,null,Diagnostic Solutions;Dutch;BiomeFX;Microbiome Labs;Cyrex Labs;Genova;Great Plans/Mosaic,1-3,DIRECT_TRAFFIC,1,4100.0,4100.0
Breanne Murcek,Existing (Pre-2025),With Support,NP,AZ,4-10 years,null,null,Food Reactions;Gut Health;Hormones,null,null,DIRECT_TRAFFIC,1,4060.0,4060.0
Breanne Murcek,Existing (Pre-2025),With Support,ND,AZ,null,null,null,Gut Health;Food Reactions;Toxins;Hormones;Nutrients;Longevity,null,null,OFFLINE,1,4040.0,4040.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,KY,4-10 years,Pay-for-Service,Practitioner Referral,Gut Health;Longevity;Nutrients,,1-3,DIRECT_TRAFFIC,1,3957.4,3957.4
Breanne Murcek,Existing (Pre-2025),No Support,DO,NE,null,null,null,null,null,null,OFFLINE,1,3910.0,3910.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,null,null,Practitioner Referral,null,null,null,REFERRALS,1,3860.0,3860.0
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,null,Pay-for-Service,Other,Gut Health;Food Reactions;Toxins;Hormones;Nutrients;Autoimmune,Doctors Data,null,PAID_SEARCH,1,3820.0,3820.0
Breanne Murcek,Existing (Pre-2025),No Support,Others,AZ,null,null,null,null,null,null,EMAIL_MARKETING,2,3749.81,1874.9
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,null,null,null,Cardiovascular Health;Hormones;Nutrients,null,null,OFFLINE,1,3680.0,3680.0
Breanne Murcek,Existing (Pre-2025),No Support,DC,AZ,11+ years,null,Practitioner Referral,Longevity;Hormones;Food Reactions;Nutrients;Autoimmune;Toxins;Neural Health;Gut Health,Dutch;Cyrex Labs;Genova;Great Plans/Mosaic;Boston Heart,1-3,DIRECT_TRAFFIC,1,3640.01,3640.01
Breanne Murcek,Existing (Pre-2025),With Support,ND,AZ,null,null,null,Longevity;Food Reactions;Nutrients;Hormones;Toxins;NutriProZ;Gut Health;Regenere;Neural Health,null,null,EMAIL_MARKETING,1,3620.0,3620.0
Breanne Murcek,Existing (Pre-2025),With Support,NP,NE,4-10 years,Pay-for-Service,Practitioner Referral,Gut Health;Food Reactions,null,1-3,DIRECT_TRAFFIC,1,3520.0,3520.0
Breanne Murcek,Existing (Pre-2025),With Support,DO,NM,11+ years,null,null,Gut Health;Food Reactions;Hormones;Neural Health,null,4-10,EMAIL_MARKETING,1,3495.0,3495.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,AZ,11+ years,null,null,null,null,1-3,DIRECT_TRAFFIC,1,3480.0,3480.0
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,null,null,Vibrant Sales Rep,Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Cardiovascular Health;Food Reactions;Hormones;Infections;Longevity,null,null,DIRECT_TRAFFIC,1,3444.3,3444.3
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,null,null,null,Gut Health;Food Reactions;Toxins,null,null,OFFLINE,1,3414.87,3414.87
Breanne Murcek,Existing (Pre-2025),With Support,NP,AZ,null,null,null,Food Reactions;Gut Health;Toxins,null,null,EMAIL_MARKETING,1,3386.62,3386.62
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,11+ years,null,null,Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Longevity,null,4-10,DIRECT_TRAFFIC,1,3326.15,3326.15
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,null,null,null,Toxins;Nutrients;Neural Health;Regenere;Hormones;Gut Health;Food Reactions;Cardiovascular Health,null,null,DIRECT_TRAFFIC,1,3266.71,3266.71
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,null,null,null,Gut Health;Food Reactions;Toxins,null,null,EMAIL_MARKETING,1,3259.26,3259.26
Breanne Murcek,Existing (Pre-2025),No Support,NP,AZ,0-3 years,Pay-for-Service,Practitioner Referral,Gut Health;Hormones;Nutrients;Autoimmune,null,11-20,DIRECT_TRAFFIC,1,3220.0,3220.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,NM,11+ years,null,Other,Gut Health;Food Reactions;Toxins,IGeneX;Diagnostic Solutions;Dutch;SpectraCell;Doctors Data;Genova;Great Plans/Mosaic,1-3,DIRECT_TRAFFIC,1,3200.0,3200.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,AZ,null,null,null,null,null,null,EMAIL_MARKETING,1,3166.0,3166.0
Breanne Murcek,Existing (Pre-2025),With Support,NP,NM,null,Pay-for-Service,null,Gut Health;Toxins;Hormones;Nutrients;Autoimmune,null,null,DIRECT_TRAFFIC,1,3151.76,3151.76
Breanne Murcek,Existing (Pre-2025),With Support,NP,NE,11+ years,Pay-for-Service,Social Media,Food Reactions;Hormones;Infections;Autoimmune;Nutrients;Toxins;Neural Health;Gut Health,,11-20,DIRECT_TRAFFIC,1,3120.0,3120.0
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,4-10 years,Pay-for-Service,Patient Requested Testing,Gut Health;Toxins;Hormones,Genova;Diagnostic Solutions;Great Plans/Mosaic;Dutch,1-3,DIRECT_TRAFFIC,1,3110.0,3110.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,null,null,null,Gut Health;Infections;Toxins,null,null,DIRECT_TRAFFIC,1,3080.0,3080.0
Breanne Murcek,Existing (Pre-2025),With Support,RD,AZ,null,null,null,Toxins;Gut Health,null,null,EMAIL_MARKETING,1,3000.0,3000.0
Breanne Murcek,Existing (Pre-2025),No Support,NP,NE,null,Pay-for-Service,null,Gut Health;Autoimmune;Infections,IGeneX,null,EMAIL_MARKETING,1,2980.0,2980.0
Breanne Murcek,Existing (Pre-2025),With Support,NP,AZ,4-10 years,null,null,Food Reactions;Gut Health;Infections;Neural Health;Toxins,Great Plans/Mosaic,1-3,DIRECT_TRAFFIC,1,2810.0,2810.0
Breanne Murcek,Existing (Pre-2025),No Support,ND,AZ,0-3 years,null,Practitioner Referral,null,null,1-3,DIRECT_TRAFFIC,1,2778.13,2778.13
Breanne Murcek,Existing (Pre-2025),No Support,ND,AZ,11+ years,null,null,null,null,null,DIRECT_TRAFFIC,1,2759.98,2759.98
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,0-3 years,null,Practitioner Referral,null,null,1-3,DIRECT_TRAFFIC,1,2752.11,2752.11
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,null,null,null,null,null,null,DIRECT_TRAFFIC,1,2712.41,2712.41
Breanne Murcek,Existing (Pre-2025),No Support,DC,NE,null,null,null,null,null,null,EMAIL_MARKETING,1,2690.63,2690.63
Breanne Murcek,Existing (Pre-2025),With Support,DC,NM,11+ years,null,null,null,null,null,DIRECT_TRAFFIC,1,2648.39,2648.39
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,11+ years,Pay-for-Service,Conference/Event,Toxins;Gut Health,null,null,DIRECT_TRAFFIC,1,2600.0,2600.0
Breanne Murcek,Existing (Pre-2025),With Support,ND,AZ,0-3 years,Pay-for-Service,Google Search,Gut Health;Food Reactions;Toxins;Hormones;Nutrients,null,1-3,DIRECT_TRAFFIC,1,2540.0,2540.0
Breanne Murcek,Existing (Pre-2025),With Support,DC,AZ,0-3 years,null,null,Gut Health,null,1-3,DIRECT_TRAFFIC,1,2480.45,2480.45
Breanne Murcek,Existing (Pre-2025),With Support,DC,NE,null,null,null,Gut Health;Food Reactions;Neural Health;Toxins;Nutrients,null,1-3,REFERRALS,1,2460.0,2460.0
Breanne Murcek,Existing (Pre-2025),No Support,RD,AZ,null,null,null,null,null,null,OFFLINE,2,2412.39,1206.19
Breanne Murcek,Existing (Pre-2025),No Support,ND,AZ,4-10 years,Pay-for-Service,null,Gut Health;Food Reactions;Hormones,Doctors Data,1-3,REFERRALS,1,2345.63,2345.63
Breanne Murcek,Existing (Pre-2025),No Support,DO,NM,11+ years,null,Google Search,Toxins,null,null,EMAIL_MARKETING,1,2310.0,2310.0
Breanne Murcek,Existing (Pre-2025),With Support,DC,AZ,null,Programs,null,Gut Health;Food Reactions;Toxins;Longevity,null,null,DIRECT_TRAFFIC,1,2308.3,2308.3
Breanne Murcek,Existing (Pre-2025),With Support,ND,AZ,11+ years,null,Vibrant Sales Rep,Gut Health;Food Reactions;Neural Health;Toxins;Infections;Autoimmune,Cyrex Labs;Diagnostic Solutions;Great Plans/Mosaic;Dutch;ZRT,4-10,DIRECT_TRAFFIC,1,2300.0,2300.0
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,null,null,Practitioner Referral,null,null,null,DIRECT_TRAFFIC,1,2276.28,2276.28
Breanne Murcek,Existing (Pre-2025),With Support,RD,AZ,0-3 years,Pay-for-Service,Practitioner Referral,Gut Health;Toxins;Nutrients;Autoimmune;Hormones,Diagnostic Solutions;Dutch;Genova;Great Plans/Mosaic,1-3,DIRECT_TRAFFIC,1,2160.0,2160.0
Breanne Murcek,Existing (Pre-2025),With Support,RD,AZ,4-10 years,null,null,Gut Health;Food Reactions;Toxins,null,1-3,EMAIL_MARKETING,1,2097.0,2097.0
Breanne Murcek,Existing (Pre-2025),No Support,DO,AZ,null,null,null,Gut Health,null,null,EMAIL_MARKETING,1,2080.0,2080.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,CA,11+ years,Pay-for-Service,null,null,Genova;ZRT;Microbiome Labs;Diagnostic Solutions,1-3,DIRECT_TRAFFIC,1,2075.58,2075.58
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,11+ years,null,Vibrant Sales Rep,Longevity;Nutrients;Toxins;Neural Health;Gut Health,null,4-10,DIRECT_TRAFFIC,1,2058.3,2058.3
Breanne Murcek,Existing (Pre-2025),With Support,ND,AZ,null,null,null,Toxins;Cardiovascular Health;Food Reactions;Gut Health;Nutrients;Hormones,null,null,DIRECT_TRAFFIC,1,2055.0,2055.0
Breanne Murcek,Existing (Pre-2025),No Support,NP,AZ,null,null,null,Longevity;NutriProZ,null,null,EMAIL_MARKETING,1,2048.86,2048.86
Breanne Murcek,Existing (Pre-2025),With Support,DO,AZ,null,null,null,Gut Health;Food Reactions;Cardiovascular Health;Toxins;Hormones;Nutrients;Infections;Autoimmune;Longevity;NutriProZ,null,null,OFFLINE,1,2008.65,2008.65
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,null,null,Practitioner Referral,null,null,null,EMAIL_MARKETING,1,1948.4,1948.4
Breanne Murcek,Existing (Pre-2025),No Support,ND,AZ,null,null,null,Infections;Longevity;Cardiovascular Health;Food Reactions;Nutrients;Hormones;Toxins;NutriProZ;Autoimmune;Gut Health;Neural Health,null,null,OFFLINE,1,1875.0,1875.0
Breanne Murcek,Existing (Pre-2025),No Support,NP,AZ,4-10 years,null,Practitioner Referral,Gut Health,null,1-3,REFERRALS,1,1840.0,1840.0
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,null,null,null,Cardiovascular Health;Hormones,null,null,OFFLINE,1,1840.0,1840.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,AZ,0-3 years,null,Vibrant Sales Rep,Gut Health;Neural Health;Nutrients;Infections;Autoimmune,null,null,DIRECT_TRAFFIC,1,1839.0,1839.0
Breanne Murcek,Existing (Pre-2025),No Support,NP,NE,null,null,null,null,null,null,OFFLINE,2,1838.08,919.04
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,4-10 years,null,Google Search,Gut Health;Toxins;Hormones;Nutrients;Infections;Autoimmune;Longevity,Diagnostic Solutions;Dutch,1-3,DIRECT_TRAFFIC,1,1830.0,1830.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,AZ,0-3 years,Programs (1 Year+),Vibrant Sales Rep,Food Reactions;Gut Health;Toxins,Diagnostic Solutions,null,DIRECT_TRAFFIC,1,1820.0,1820.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,NE,null,null,null,Gut Health;Food Reactions;Autoimmune,null,null,OFFLINE,1,1785.0,1785.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,11+ years,null,null,null,ZRT,1-3,REFERRALS,1,1766.12,1766.12
Breanne Murcek,Existing (Pre-2025),No Support,DC,NE,null,null,null,Gut Health;Food Reactions;Cardiovascular Health;Hormones;Nutrients;Longevity,null,null,EMAIL_MARKETING,1,1760.0,1760.0
Breanne Murcek,Existing (Pre-2025),No Support,DC,AZ,11+ years,null,null,null,Cyrex Labs;Doctors Data;Dutch;Diagnostic Solutions;ZRT;Genova,1-3,DIRECT_TRAFFIC,1,1752.46,1752.46
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,null,null,null,Nutrients;Hormones,null,null,OFFLINE,1,1705.89,1705.89
Breanne Murcek,Existing (Pre-2025),With Support,ND,AZ,null,null,null,Gut Health,null,null,DIRECT_TRAFFIC,1,1680.0,1680.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,NE,11+ years,Pay-for-Service,Conference/Event,Food Reactions;Cardiovascular Health;Neural Health;Gut Health;Toxins;Nutrients;Autoimmune;Longevity,Genova,1-3,EMAIL_MARKETING,1,1630.1,1630.1
Breanne Murcek,Existing (Pre-2025),With Support,ND,AZ,null,null,null,Toxins,null,null,OFFLINE,1,1627.63,1627.63
Breanne Murcek,Existing (Pre-2025),With Support,MD,CA,11+ years,null,null,Cardiovascular Health,null,1-3,EMAIL_MARKETING,1,1619.06,1619.06
Breanne Murcek,Existing (Pre-2025),With Support,ND,AZ,null,Programs (6 Month),null,Gut Health;Food Reactions;Cardiovascular Health;Toxins;Hormones;Autoimmune,Genova;Doctors Data;Great Plans/Mosaic,null,DIRECT_TRAFFIC,1,1618.1,1618.1
Breanne Murcek,Existing (Pre-2025),With Support,Others,NM,4-10 years,Programs (6 Month),Practitioner Referral,Gut Health;Toxins;Neural Health;Autoimmune;Nutrients;Longevity,null,null,EMAIL_MARKETING,1,1560.0,1560.0
Breanne Murcek,Existing (Pre-2025),No Support,NP,AZ,11+ years,null,null,null,Dutch;Cyrex Labs;Doctors Data;SpectraCell;Boston Heart;Genova,1-3,DIRECT_TRAFFIC,1,1556.06,1556.06
Breanne Murcek,Existing (Pre-2025),With Support,RD,AZ,4-10 years,null,Practitioner Referral,Gut Health;Nutrients;Autoimmune;Food Reactions,BiomeFX;Dutch;Microbiome Labs;Genova,1-3,PAID_SEARCH,1,1520.0,1520.0
Breanne Murcek,Existing (Pre-2025),No Support,DO,NM,11+ years,null,null,null,null,1-3,DIRECT_TRAFFIC,1,1520.0,1520.0
Breanne Murcek,Existing (Pre-2025),No Support,NP,AZ,4-10 years,null,Patient Requested Testing,Toxins;Nutrients,null,1-3,DIRECT_TRAFFIC,1,1500.0,1500.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,NM,4-10 years,Pay-for-Service,Practitioner Referral,Gut Health;Neural Health;Toxins,Diagnostic Solutions;Dutch;Doctors Data;Oxford/MRT;Great Plans/Mosaic;Microbiome Labs,1-3,EMAIL_MARKETING,1,1490.0,1490.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,11+ years,null,null,null,Cyrex Labs;Doctors Data;ZRT;Great Plans/Mosaic;Diagnostic Solutions,1-3,DIRECT_TRAFFIC,1,1470.0,1470.0
Breanne Murcek,Existing (Pre-2025),No Support,DC,NE,11+ years,null,null,null,null,1-3,REFERRALS,1,1420.0,1420.0
Breanne Murcek,Existing (Pre-2025),No Support,ND,AZ,null,null,null,null,null,null,EMAIL_MARKETING,2,1420.0,710.0
Breanne Murcek,Existing (Pre-2025),No Support,DO,AZ,4-10 years,null,Vibrant Sales Rep,Gut Health;Food Reactions;Toxins;Hormones;Nutrients;Infections,null,1-3,DIRECT_TRAFFIC,1,1400.0,1400.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,NM,11+ years,null,null,null,null,1-3,EMAIL_MARKETING,1,1400.0,1400.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,AZ,null,null,null,Food Reactions;Gut Health;Nutrients;Toxins,null,null,EMAIL_MARKETING,1,1364.58,1364.58
Breanne Murcek,Existing (Pre-2025),With Support,Others,AZ,0-3 years,null,null,Hormones,null,1-3,DIRECT_TRAFFIC,1,1350.0,1350.0
Breanne Murcek,Existing (Pre-2025),With Support,ND,AZ,4-10 years,null,null,Gut Health;Neural Health;Toxins;Autoimmune,null,1-3,DIRECT_TRAFFIC,1,1349.02,1349.02
Breanne Murcek,Existing (Pre-2025),No Support,DC,NM,11+ years,null,Practitioner Referral,Gut Health,Microbiome Labs,1-3,DIRECT_TRAFFIC,1,1290.0,1290.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,AZ,0-3 years,null,Vibrant Sales Rep,Gut Health;Toxins,null,1-3,DIRECT_TRAFFIC,1,1280.0,1280.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,null,null,Practitioner Referral,Gut Health;Toxins;Hormones,Genova;Dutch,null,DIRECT_TRAFFIC,1,1280.0,1280.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,11+ years,null,null,null,null,1-3,REFERRALS,1,1260.09,1260.09
Breanne Murcek,Existing (Pre-2025),No Support,ND,AZ,null,null,null,Autoimmune;Cardiovascular Health;Food Reactions;Gut Health;Hormones;Infections;Longevity;Neural Health;Nutrients;Toxins,null,null,OFFLINE,1,1260.0,1260.0
Breanne Murcek,Existing (Pre-2025),No Support,Others,AZ,4-10 years,null,null,Gut Health;Food Reactions;Neural Health;Toxins;Infections,Dutch,1-3,DIRECT_TRAFFIC,1,1240.0,1240.0
Breanne Murcek,Existing (Pre-2025),With Support,MD,AZ,0-3 years,null,null,null,BiomeFX;Microbiome Labs;Doctors Data;Genova;Dutch,1-3,DIRECT_TRAFFIC,1,1200.0,1200.0
Breanne Murcek,Existing (Pre-2025),With Support,ND,AZ,null,null,Vibrant Sales Rep,Gut Health;Food Reactions;Neural Health,Genova;Diagnostic Solutions;Doctors Data;Great Plans/Mosaic;IGeneX;Boston Heart;Dutch,null,EMAIL_MARKETING,1,1200.0,1200.0
Breanne Murcek,Existing (Pre-2025),No Support,DC,NE,11+ years,null,null,Food Reactions;Toxins;Nutrients,null,null,DIRECT_TRAFFIC,1,1180.0,1180.0
Breanne Murcek,Existing (Pre-2025),No Support,DC,AZ,11+ years,Pay-for-Service,Conference/Event,Gut Health;Toxins;Hormones,Dutch,1-3,DIRECT_TRAFFIC,1,1180.0,1180.0
Breanne Murcek,Existing (Pre-2025),No Support,ND,AZ,4-10 years,null,null,null,null,null,DIRECT_TRAFFIC,1,1079.0,1079.0
Breanne Murcek,Existing (Pre-2025),With Support,Others,AZ,4-10 years,null,null,null,Diagnostic Solutions;Dutch;Great Plans/Mosaic,1-3,DIRECT_TRAFFIC,1,1040.0,1040.0
Breanne Murcek,Existing (Pre-2025),No Support,MD,AZ,4-10 years,Pay-for-Service,Practitioner Referral,Gut Health;Toxins;Hormones;Nutrients,Doctors Data;Microbiome Labs;IGeneX;Dutch;Genova;Great Plans/Mosaic,1-3,DIRECT_TRAFFIC,1,1040.0,1040.0
Breanne Murcek,Existing (Pre-2025),No Support,ND,AZ,4-10 years,null,null,null,null,1-3,DIRECT_TRAFFIC,1,1019.0,1019.0
Breanne Murcek,Existing (Pre-2025),No Support,MD,NM,11+ years,null,null,null,null,1-3,EMAIL_MARKETING,1,1000.0,1000.0
Breanne Murcek,Existing (Pre-2025),With Support,ND,AZ,11+ years,Pay-for-Service,null,Gut Health;Food Reactions;Neural Health;Infections,,4-10,DIRECT_TRAFFIC,1,1000.0,1000.0
